issue_id,issue_code,source_sheet,source_row,entity,disposition,reason
d37cbe39-1a69-5093-af7a-2f29fc97685a,CURRENT_LOCATION_UNKNOWN,EOAT Inventory,,P4-EOAT-0008,DISPLAY_AS_UNKNOWN,Return Unknown / Not Verified until authoritative evidence exists.
61ea8256-a545-5769-8b35-122dab593f23,INSTALLATION_DATE_UNKNOWN,EOAT Inventory,,P4-EOAT-0009,DISPLAY_AS_UNKNOWN,Do not fabricate installation history.
6b0e2b0a-92f7-5858-9adc-76fe4b3b60d7,CURRENT_LOCATION_UNKNOWN,EOAT Inventory,,P4-EOAT-0009,DISPLAY_AS_UNKNOWN,Return Unknown / Not Verified until authoritative evidence exists.
ce274bf2-3fa8-5874-89ce-bb6bad50c8a9,INSTALLATION_DATE_UNKNOWN,EOAT Inventory,,P4-EOAT-0010,DISPLAY_AS_UNKNOWN,Do not fabricate installation history.
78b6e571-8abe-51df-8ff9-cb4a9362b2b4,CURRENT_LOCATION_UNKNOWN,EOAT Inventory,,P4-EOAT-0010,DISPLAY_AS_UNKNOWN,Return Unknown / Not Verified until authoritative evidence exists.
f2d25e8b-1c65-51f9-9a52-5a72d6d9deb6,INSTALLATION_DATE_UNKNOWN,EOAT Inventory,,P4-EOAT-0011,DISPLAY_AS_UNKNOWN,Do not fabricate installation history.
cca617fd-18aa-51de-9498-8abe1f85b7b5,CURRENT_LOCATION_UNKNOWN,EOAT Inventory,,P4-EOAT-0011,DISPLAY_AS_UNKNOWN,Return Unknown / Not Verified until authoritative evidence exists.
4c43ffc7-dfdf-5cb5-84ad-6b26cda79285,INSTALLATION_DATE_UNKNOWN,EOAT Inventory,,P4-EOAT-0012,DISPLAY_AS_UNKNOWN,Do not fabricate installation history.
0cbaac8d-bcf2-56e5-a356-cbf67cc9adbf,CURRENT_LOCATION_UNKNOWN,EOAT Inventory,,P4-EOAT-0012,DISPLAY_AS_UNKNOWN,Return Unknown / Not Verified until authoritative evidence exists.
95df152a-1bee-5230-804a-a299e4e91ea0,INSTALLATION_DATE_UNKNOWN,EOAT Inventory,,P4-EOAT-0013,DISPLAY_AS_UNKNOWN,Do not fabricate installation history.
302a20ce-caea-54ae-bd9c-acc7fe012672,CURRENT_LOCATION_UNKNOWN,EOAT Inventory,,P4-EOAT-0013,DISPLAY_AS_UNKNOWN,Return Unknown / Not Verified until authoritative evidence exists.
33264f4d-8dc5-5504-a133-faa75c3dfce2,INSTALLATION_DATE_UNKNOWN,EOAT Inventory,,P4-EOAT-0014,DISPLAY_AS_UNKNOWN,Do not fabricate installation history.
d3025372-7192-5143-9664-518c8ee99541,CURRENT_LOCATION_UNKNOWN,EOAT Inventory,,P4-EOAT-0014,DISPLAY_AS_UNKNOWN,Return Unknown / Not Verified until authoritative evidence exists.
212e278b-b42f-5f3c-abf4-e46c070e35b2,INSTALLATION_DATE_UNKNOWN,EOAT Inventory,,P4-EOAT-0015,DISPLAY_AS_UNKNOWN,Do not fabricate installation history.
5cd0aeb3-9a0e-57cb-958d-7c3e532c775e,CURRENT_LOCATION_UNKNOWN,EOAT Inventory,,P4-EOAT-0015,DISPLAY_AS_UNKNOWN,Return Unknown / Not Verified until authoritative evidence exists.
550661e3-348f-5973-b582-d280b8021c72,INSTALLATION_DATE_UNKNOWN,EOAT Inventory,,P4-EOAT-0016,DISPLAY_AS_UNKNOWN,Do not fabricate installation history.
bc2d884a-cf26-5343-822d-79ff88e44e4b,CURRENT_LOCATION_UNKNOWN,EOAT Inventory,,P4-EOAT-0016,DISPLAY_AS_UNKNOWN,Return Unknown / Not Verified until authoritative evidence exists.
81160e9d-3bf8-5394-bc0e-c0378809bd1e,INSTALLATION_DATE_UNKNOWN,EOAT Inventory,,P4-EOAT-0017,DISPLAY_AS_UNKNOWN,Do not fabricate installation history.
50118e5f-88d0-5c55-b114-c22c5215db58,CURRENT_LOCATION_UNKNOWN,EOAT Inventory,,P4-EOAT-0017,DISPLAY_AS_UNKNOWN,Return Unknown / Not Verified until authoritative evidence exists.
70c23589-bbf4-5f50-850a-1c6e2dd358b4,INSTALLATION_DATE_UNKNOWN,EOAT Inventory,,P4-EOAT-0018,DISPLAY_AS_UNKNOWN,Do not fabricate installation history.
d662032f-759e-566d-9292-5472745c498c,CURRENT_LOCATION_UNKNOWN,EOAT Inventory,,P4-EOAT-0018,DISPLAY_AS_UNKNOWN,Return Unknown / Not Verified until authoritative evidence exists.
9ae72535-4d5a-5f42-ac70-96a5098089da,INSTALLATION_DATE_UNKNOWN,EOAT Inventory,,P4-EOAT-0019,DISPLAY_AS_UNKNOWN,Do not fabricate installation history.
c4d2a875-2945-5d08-a141-a63f2d88ea13,CURRENT_LOCATION_UNKNOWN,EOAT Inventory,,P4-EOAT-0019,DISPLAY_AS_UNKNOWN,Return Unknown / Not Verified until authoritative evidence exists.
d0aee3ad-de99-5e77-84d5-92e11f16b68d,INSTALLATION_DATE_UNKNOWN,EOAT Inventory,,P4-EOAT-0020,DISPLAY_AS_UNKNOWN,Do not fabricate installation history.
3d14082a-668b-5ce7-accc-b0a035cee80b,CURRENT_LOCATION_UNKNOWN,EOAT Inventory,,P4-EOAT-0020,DISPLAY_AS_UNKNOWN,Return Unknown / Not Verified until authoritative evidence exists.
5b6337b1-7787-5809-9cb0-2edd9fd6a52a,INSTALLATION_DATE_UNKNOWN,EOAT Inventory,,P4-EOAT-0021,DISPLAY_AS_UNKNOWN,Do not fabricate installation history.
614da876-4bfb-5ab0-a8cc-117d6252c92c,CURRENT_LOCATION_UNKNOWN,EOAT Inventory,,P4-EOAT-0021,DISPLAY_AS_UNKNOWN,Return Unknown / Not Verified until authoritative evidence exists.
68eb6302-5f68-5e0a-9206-7f3ec6ab2664,INSTALLATION_DATE_UNKNOWN,EOAT Inventory,,P4-EOAT-0023,DISPLAY_AS_UNKNOWN,Do not fabricate installation history.
f6a4f703-c443-5f0e-bb6d-936440ebf2e4,CURRENT_LOCATION_UNKNOWN,EOAT Inventory,,P4-EOAT-0023,DISPLAY_AS_UNKNOWN,Return Unknown / Not Verified until authoritative evidence exists.
722e55e5-fbae-5de8-be2b-061245f8be82,INSTALLATION_DATE_UNKNOWN,EOAT Inventory,,P4-EOAT-0024,DISPLAY_AS_UNKNOWN,Do not fabricate installation history.
4a8a8ff7-f142-5172-909d-a3ac161fb19e,CURRENT_LOCATION_UNKNOWN,EOAT Inventory,,P4-EOAT-0024,DISPLAY_AS_UNKNOWN,Return Unknown / Not Verified until authoritative evidence exists.
eb837ecd-7ac2-52be-a9a4-8aafd4ef048a,INSTALLATION_DATE_UNKNOWN,EOAT Inventory,,P4-EOAT-0025,DISPLAY_AS_UNKNOWN,Do not fabricate installation history.
ccc4d921-8762-596b-bf90-6bd38a9286f6,CURRENT_LOCATION_UNKNOWN,EOAT Inventory,,P4-EOAT-0025,DISPLAY_AS_UNKNOWN,Return Unknown / Not Verified until authoritative evidence exists.
41782a5e-ff26-5363-a40e-365026f0fa0f,INSTALLATION_DATE_UNKNOWN,EOAT Inventory,,P4-EOAT-0026,DISPLAY_AS_UNKNOWN,Do not fabricate installation history.
e66b9317-18f0-5a48-97fc-27587dc5f8ed,CURRENT_LOCATION_UNKNOWN,EOAT Inventory,,P4-EOAT-0026,DISPLAY_AS_UNKNOWN,Return Unknown / Not Verified until authoritative evidence exists.
8d222a25-7686-51cb-8896-24d7d1802e1f,INSTALLATION_DATE_UNKNOWN,EOAT Inventory,,P4-EOAT-0027,DISPLAY_AS_UNKNOWN,Do not fabricate installation history.
4ae3ff56-f0ae-5df0-aad4-c8d1dd28d48d,CURRENT_LOCATION_UNKNOWN,EOAT Inventory,,P4-EOAT-0027,DISPLAY_AS_UNKNOWN,Return Unknown / Not Verified until authoritative evidence exists.
be2ddbd0-9320-5c2c-8408-8eabce875519,INSTALLATION_DATE_UNKNOWN,EOAT Inventory,,P4-EOAT-0028,DISPLAY_AS_UNKNOWN,Do not fabricate installation history.
89926a76-83c7-5343-b2e4-1f863b0d3d36,CURRENT_LOCATION_UNKNOWN,EOAT Inventory,,P4-EOAT-0028,DISPLAY_AS_UNKNOWN,Return Unknown / Not Verified until authoritative evidence exists.
4d6c33e5-d7d4-50bd-a0de-0159f3a71601,INSTALLATION_DATE_UNKNOWN,EOAT Inventory,,P4-EOAT-0029,DISPLAY_AS_UNKNOWN,Do not fabricate installation history.
51a195ca-0ed4-51be-9abd-eae23254c9ed,CURRENT_LOCATION_UNKNOWN,EOAT Inventory,,P4-EOAT-0029,DISPLAY_AS_UNKNOWN,Return Unknown / Not Verified until authoritative evidence exists.
6f95f604-0a82-5d88-9c63-d49fd83fa6b1,INSTALLATION_DATE_UNKNOWN,EOAT Inventory,,P4-EOAT-0030,DISPLAY_AS_UNKNOWN,Do not fabricate installation history.
05810962-17bb-5501-a20a-86e723be6054,CURRENT_LOCATION_UNKNOWN,EOAT Inventory,,P4-EOAT-0030,DISPLAY_AS_UNKNOWN,Return Unknown / Not Verified until authoritative evidence exists.
5d0d712a-f24b-5f1a-bfc0-6d2e6288f3fc,INSTALLATION_DATE_UNKNOWN,EOAT Inventory,,P4-EOAT-0031,DISPLAY_AS_UNKNOWN,Do not fabricate installation history.
e90c9b1a-ae2b-52e8-a01d-877883dd59a3,CURRENT_LOCATION_UNKNOWN,EOAT Inventory,,P4-EOAT-0031,DISPLAY_AS_UNKNOWN,Return Unknown / Not Verified until authoritative evidence exists.
037f0793-da44-5a8c-99b3-979072bcb473,INSTALLATION_DATE_UNKNOWN,EOAT Inventory,,P4-EOAT-0032,DISPLAY_AS_UNKNOWN,Do not fabricate installation history.
2321cae2-657f-5a82-b5c2-8e1df654b160,CURRENT_LOCATION_UNKNOWN,EOAT Inventory,,P4-EOAT-0032,DISPLAY_AS_UNKNOWN,Return Unknown / Not Verified until authoritative evidence exists.
f48855ec-4817-540c-84fa-e1328711fa40,INSTALLATION_DATE_UNKNOWN,EOAT Inventory,,P4-EOAT-0033,DISPLAY_AS_UNKNOWN,Do not fabricate installation history.
36e5e47b-b340-5546-9989-2c3584dc390a,CURRENT_LOCATION_UNKNOWN,EOAT Inventory,,P4-EOAT-0033,DISPLAY_AS_UNKNOWN,Return Unknown / Not Verified until authoritative evidence exists.
df99b357-3963-5f2c-a51d-766dac40ee87,INSTALLATION_DATE_UNKNOWN,EOAT Inventory,,P4-EOAT-0034,DISPLAY_AS_UNKNOWN,Do not fabricate installation history.
9cc3d2cf-262d-5949-a804-7a80745d72e2,CURRENT_LOCATION_UNKNOWN,EOAT Inventory,,P4-EOAT-0034,DISPLAY_AS_UNKNOWN,Return Unknown / Not Verified until authoritative evidence exists.
7206f217-6977-5a3a-947a-8fb68ef57098,INSTALLATION_DATE_UNKNOWN,EOAT Inventory,,P4-EOAT-0035,DISPLAY_AS_UNKNOWN,Do not fabricate installation history.
aa7b65af-2163-5065-85f4-62972181373d,CURRENT_LOCATION_UNKNOWN,EOAT Inventory,,P4-EOAT-0035,DISPLAY_AS_UNKNOWN,Return Unknown / Not Verified until authoritative evidence exists.
63308a84-6060-5971-8f6c-37898c672ceb,INSTALLATION_DATE_UNKNOWN,EOAT Inventory,,P4-EOAT-0036,DISPLAY_AS_UNKNOWN,Do not fabricate installation history.
b54e46c2-fa26-5f3e-b120-832405c8f737,CURRENT_LOCATION_UNKNOWN,EOAT Inventory,,P4-EOAT-0036,DISPLAY_AS_UNKNOWN,Return Unknown / Not Verified until authoritative evidence exists.
b94dbae7-ae64-5050-a6a3-e3194759e1a1,INSTALLATION_DATE_UNKNOWN,EOAT Inventory,,P4-EOAT-0037,DISPLAY_AS_UNKNOWN,Do not fabricate installation history.
f6089b0d-7095-5033-b3eb-92fabca7fbc4,CURRENT_LOCATION_UNKNOWN,EOAT Inventory,,P4-EOAT-0037,DISPLAY_AS_UNKNOWN,Return Unknown / Not Verified until authoritative evidence exists.
4df7bbb9-de5b-58bd-8ccf-be2cbb9fb7a3,INSTALLATION_DATE_UNKNOWN,EOAT Inventory,,P4-EOAT-0038,DISPLAY_AS_UNKNOWN,Do not fabricate installation history.
4ac42635-c486-56ee-898a-ef79054bf3b2,CURRENT_LOCATION_UNKNOWN,EOAT Inventory,,P4-EOAT-0038,DISPLAY_AS_UNKNOWN,Return Unknown / Not Verified until authoritative evidence exists.
2d0fad8d-7338-5d23-9c09-56b9f11ffa55,INSTALLATION_DATE_UNKNOWN,EOAT Inventory,,P4-EOAT-0039,DISPLAY_AS_UNKNOWN,Do not fabricate installation history.
082831a4-4279-54ed-9933-24545fcae9c7,CURRENT_LOCATION_UNKNOWN,EOAT Inventory,,P4-EOAT-0039,DISPLAY_AS_UNKNOWN,Return Unknown / Not Verified until authoritative evidence exists.
f4f64af0-c02e-50c7-8c21-c4a45e4086bf,INSTALLATION_DATE_UNKNOWN,EOAT Inventory,,P4-EOAT-0040,DISPLAY_AS_UNKNOWN,Do not fabricate installation history.
05448113-dd03-5122-b912-422969e83037,CURRENT_LOCATION_UNKNOWN,EOAT Inventory,,P4-EOAT-0040,DISPLAY_AS_UNKNOWN,Return Unknown / Not Verified until authoritative evidence exists.
07236f0a-dc71-5f63-9f86-d45f2c68a01e,INSTALLATION_DATE_UNKNOWN,EOAT Inventory,,P4-EOAT-0041,DISPLAY_AS_UNKNOWN,Do not fabricate installation history.
4aa3c40f-7a1c-5660-a460-64f822b174ef,CURRENT_LOCATION_UNKNOWN,EOAT Inventory,,P4-EOAT-0041,DISPLAY_AS_UNKNOWN,Return Unknown / Not Verified until authoritative evidence exists.
bd46510b-5f7c-5175-8b58-c5b305927c9a,INSTALLATION_DATE_UNKNOWN,EOAT Inventory,,P4-EOAT-0042,DISPLAY_AS_UNKNOWN,Do not fabricate installation history.
f768b5b6-fb3d-5895-9f81-8ca07a7c3882,CURRENT_LOCATION_UNKNOWN,EOAT Inventory,,P4-EOAT-0042,DISPLAY_AS_UNKNOWN,Return Unknown / Not Verified until authoritative evidence exists.
7985df99-7483-5144-a180-3488393a0e9b,INSTALLATION_DATE_UNKNOWN,EOAT Inventory,,P4-EOAT-0057,DISPLAY_AS_UNKNOWN,Do not fabricate installation history.
010ac4b1-8b8a-5999-9b53-7be029a58702,CURRENT_LOCATION_UNKNOWN,EOAT Inventory,,P4-EOAT-0057,DISPLAY_AS_UNKNOWN,Return Unknown / Not Verified until authoritative evidence exists.
50ef1786-8d28-5e30-a550-6e48f2becb41,INSTALLATION_DATE_UNKNOWN,EOAT Inventory,,P4-EOAT-0058,DISPLAY_AS_UNKNOWN,Do not fabricate installation history.
0c238d73-6a64-5942-b5d7-c8e2a25bcb3a,CURRENT_LOCATION_UNKNOWN,EOAT Inventory,,P4-EOAT-0058,DISPLAY_AS_UNKNOWN,Return Unknown / Not Verified until authoritative evidence exists.
72030258-b6e7-5017-adfc-9834001f5b54,PLACEHOLDER_PHOTO_ROW,Photo Index,2,,NOT_APPLICABLE,Preserve the import row but do not create document/photo records.
